Trial,TrialAUC(%),Label,Accuracy,F1,AUC,TP,FP,TN,FN,mAP(%),CP(%),CR(%),CF1(%),OP(%),OR(%),OF1(%)
0,82.4855847729026,TonguePale,74.66216216216216,36.26062322946176,78.9490932925497,64,197,599,28,nan,nan,nan,nan,nan,nan,nan
0,82.4855847729026,TipSideRed,46.3963963963964,60.53067993366501,76.89590301003345,365,473,47,3,nan,nan,nan,nan,nan,nan,nan
0,82.4855847729026,Spot,62.27477477477478,71.09577221742882,87.72638681804072,412,328,141,7,nan,nan,nan,nan,nan,nan,nan
0,82.4855847729026,Ecchymosis,88.17567567567568,30.463576158940402,69.43200387338861,23,46,760,59,nan,nan,nan,nan,nan,nan,nan
0,82.4855847729026,Crack,83.55855855855856,91.03194103194102,83.59359938307306,741,146,1,0,nan,nan,nan,nan,nan,nan,nan
0,82.4855847729026,Toothmark,65.2027027027027,77.42878013148284,82.57673924588423,530,301,49,8,nan,nan,nan,nan,nan,nan,nan
0,82.4855847729026,FurThick,97.18468468468468,98.57224443175329,85.98841251448437,863,25,0,0,nan,nan,nan,nan,nan,nan,nan
0,82.4855847729026,FurYellow,90.31531531531532,75.0,94.72254004576659,129,63,673,23,nan,nan,nan,nan,nan,nan,nan
1,77.64139398905765,TonguePale,69.5945945945946,32.1608040201005,75.52845750491589,64,242,554,28,nan,nan,nan,nan,nan,nan,nan
1,77.64139398905765,TipSideRed,61.14864864864865,64.6878198567042,76.45693979933111,316,293,227,52,nan,nan,nan,nan,nan,nan,nan
1,77.64139398905765,Spot,63.738738738738746,71.25000000000001,82.31091389286095,399,302,167,20,nan,nan,nan,nan,nan,nan,nan
1,77.64139398905765,Ecchymosis,57.65765765765766,20.675105485232066,62.661139018338076,49,343,463,33,nan,nan,nan,nan,nan,nan,nan
1,77.64139398905765,Crack,84.34684684684684,91.36109384711001,71.63237764741524,735,133,14,6,nan,nan,nan,nan,nan,nan,nan
1,77.64139398905765,Toothmark,69.81981981981981,79.38461538461539,80.24588422729686,516,246,104,22,nan,nan,nan,nan,nan,nan,nan
1,77.64139398905765,FurThick,97.18468468468468,98.57224443175329,78.56778679026651,863,25,0,0,nan,nan,nan,nan,nan,nan,nan
1,77.64139398905765,FurYellow,86.82432432432432,69.29133858267717,93.72765303203661,132,97,639,20,nan,nan,nan,nan,nan,nan,nan
2,78.59770607953507,TonguePale,70.15765765765765,32.22506393861893,76.69871094603452,63,236,560,29,nan,nan,nan,nan,nan,nan,nan
2,78.59770607953507,TipSideRed,48.64864864864865,61.29032258064516,76.52278428093646,361,449,71,7,nan,nan,nan,nan,nan,nan,nan
2,78.59770607953507,Spot,60.92342342342343,70.41773231031543,86.43485606403713,413,341,128,6,nan,nan,nan,nan,nan,nan,nan
2,78.59770607953507,Ecchymosis,87.83783783783784,30.769230769230766,71.38685468740543,24,50,756,58,nan,nan,nan,nan,nan,nan,nan
2,78.59770607953507,Crack,83.44594594594594,90.97605893186004,75.00436071864644,741,147,0,0,nan,nan,nan,nan,nan,nan,nan
