训练开始时间: 2026-04-09 03:10:50
模型保存路径: paper_ablation_best_model_paper_model_9_csra_seed3_e30_20260408_182017.pth
设备: cuda  学习率: 1.2992830964268484e-05  Epochs: 30  Loss: asl
----------------------------------------------------------------------------------------------------
Epoch 001/030 | train_loss=0.101670 | val_loss=0.092217 | train_auc=0.601188 | val_auc=0.649100 | lr=1.2992831e-05 | best_val_auc=0.649100 | best_epoch=1
Epoch 002/030 | train_loss=0.088840 | val_loss=0.093208 | train_auc=0.675535 | val_auc=0.698240 | lr=1.2992831e-05 | best_val_auc=0.698240 | best_epoch=2
Epoch 003/030 | train_loss=0.081745 | val_loss=0.085006 | train_auc=0.724980 | val_auc=0.753948 | lr=1.2992831e-05 | best_val_auc=0.753948 | best_epoch=3
Epoch 004/030 | train_loss=0.074859 | val_loss=0.078824 | train_auc=0.772785 | val_auc=0.798922 | lr=1.2992831e-05 | best_val_auc=0.798922 | best_epoch=4
Epoch 005/030 | train_loss=0.069649 | val_loss=0.081923 | train_auc=0.806968 | val_auc=0.787368 | lr=1.2992831e-05 | best_val_auc=0.798922 | best_epoch=4
Epoch 006/030 | train_loss=0.066407 | val_loss=0.077383 | train_auc=0.825349 | val_auc=0.809364 | lr=1.2992831e-05 | best_val_auc=0.809364 | best_epoch=6
Epoch 007/030 | train_loss=0.063543 | val_loss=0.080920 | train_auc=0.844588 | val_auc=0.799727 | lr=1.2992831e-05 | best_val_auc=0.809364 | best_epoch=6
Epoch 008/030 | train_loss=0.058589 | val_loss=0.084678 | train_auc=0.869490 | val_auc=0.798546 | lr=1.2992831e-05 | best_val_auc=0.809364 | best_epoch=6
Epoch 009/030 | train_loss=0.055936 | val_loss=0.080044 | train_auc=0.887314 | val_auc=0.798156 | lr=1.2992831e-05 | best_val_auc=0.809364 | best_epoch=6
Epoch 010/030 | train_loss=0.050788 | val_loss=0.088715 | train_auc=0.906877 | val_auc=0.797168 | lr=1.2992831e-05 | best_val_auc=0.809364 | best_epoch=6
Epoch 011/030 | train_loss=0.048072 | val_loss=0.081933 | train_auc=0.917015 | val_auc=0.812001 | lr=1.2992831e-05 | best_val_auc=0.812001 | best_epoch=11
Epoch 012/030 | train_loss=0.044839 | val_loss=0.092514 | train_auc=0.928990 | val_auc=0.797884 | lr=6.4964155e-06 | best_val_auc=0.812001 | best_epoch=11
Epoch 013/030 | train_loss=0.037377 | val_loss=0.099156 | train_auc=0.955217 | val_auc=0.805257 | lr=6.4964155e-06 | best_val_auc=0.812001 | best_epoch=11
Epoch 014/030 | train_loss=0.032262 | val_loss=0.100550 | train_auc=0.964856 | val_auc=0.817597 | lr=6.4964155e-06 | best_val_auc=0.817597 | best_epoch=14
