训练开始时间: 2026-04-09 01:57:47
模型保存路径: paper_ablation_best_model_paper_model_8_csra_seed3_e30_20260408_182017.pth
设备: cuda  学习率: 1.3937978351626413e-05  Epochs: 30  Loss: asl
----------------------------------------------------------------------------------------------------
Epoch 001/030 | train_loss=0.089898 | val_loss=0.075378 | train_auc=0.684612 | val_auc=0.796009 | lr=1.3937978e-05 | best_val_auc=0.796009 | best_epoch=1
Epoch 002/030 | train_loss=0.072103 | val_loss=0.076498 | train_auc=0.801047 | val_auc=0.816042 | lr=1.3937978e-05 | best_val_auc=0.816042 | best_epoch=2
Epoch 003/030 | train_loss=0.063477 | val_loss=0.077451 | train_auc=0.853854 | val_auc=0.828151 | lr=1.3937978e-05 | best_val_auc=0.828151 | best_epoch=3
Epoch 004/030 | train_loss=0.056695 | val_loss=0.080085 | train_auc=0.889735 | val_auc=0.843128 | lr=1.3937978e-05 | best_val_auc=0.843128 | best_epoch=4
Epoch 005/030 | train_loss=0.050151 | val_loss=0.090054 | train_auc=0.920956 | val_auc=0.837545 | lr=1.3937978e-05 | best_val_auc=0.843128 | best_epoch=4
Epoch 006/030 | train_loss=0.043554 | val_loss=0.090856 | train_auc=0.942124 | val_auc=0.825797 | lr=1.3937978e-05 | best_val_auc=0.843128 | best_epoch=4
Epoch 007/030 | train_loss=0.036523 | val_loss=0.089070 | train_auc=0.961369 | val_auc=0.832479 | lr=6.9689892e-06 | best_val_auc=0.843128 | best_epoch=4
Epoch 008/030 | train_loss=0.029360 | val_loss=0.087951 | train_auc=0.977097 | val_auc=0.832117 | lr=6.9689892e-06 | best_val_auc=0.843128 | best_epoch=4
Epoch 009/030 | train_loss=0.024616 | val_loss=0.089829 | train_auc=0.984586 | val_auc=0.831768 | lr=6.9689892e-06 | best_val_auc=0.843128 | best_epoch=4
Epoch 010/030 | train_loss=0.021112 | val_loss=0.095075 | train_auc=0.989637 | val_auc=0.830250 | lr=6.9689892e-06 | best_val_auc=0.843128 | best_epoch=4
Epoch 011/030 | train_loss=0.019589 | val_loss=0.099003 | train_auc=0.991125 | val_auc=0.831039 | lr=6.9689892e-06 | best_val_auc=0.843128 | best_epoch=4
Epoch 012/030 | train_loss=0.017997 | val_loss=0.100389 | train_auc=0.992691 | val_auc=0.829309 | lr=6.9689892e-06 | best_val_auc=0.843128 | best_epoch=4
Epoch 013/030 | train_loss=0.015732 | val_loss=0.107118 | train_auc=0.994077 | val_auc=0.832483 | lr=3.4844946e-06 | best_val_auc=0.843128 | best_epoch=4
Epoch 014/030 | train_loss=0.013871 | val_loss=0.104321 | train_auc=0.995773 | val_auc=0.835416 | lr=3.4844946e-06 | best_val_auc=0.843128 | best_epoch=4
Epoch 015/030 | train_loss=0.012464 | val_loss=0.110191 | train_auc=0.996977 | val_auc=0.832560 | lr=3.4844946e-06 | best_val_auc=0.843128 | best_epoch=4
